"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",-5.31562467344885,0.0464252263164395,-6.1324783883374,0.0521103682393726,-6.76907234801008,0.0651612467666065,-7.41390416900246,0.0684931814293906,0.499114051032828
"2",-5.87761736735079,0.0576940708964337,-5.9464774651893,0.0490355781836806,-7.75613029762788,0.0836750045036402,-8.73813108764295,0.0937196816521769,0.506477728910096
"3",-5.88985014232913,0.0599706187012297,-7.02138598149509,0.0724674920080774,-7.53164658573346,0.0801958680181842,-8.32388816290042,0.0898612391309803,0.511857240762783
"4",-5.72596893234637,0.0535905469608388,-6.31645217083433,0.0558398592155431,-6.7794050288216,0.0635907112540251,-7.92066575810478,0.076222527633547,0.501218432794727
"5",-5.64766694081061,0.0540236034884459,-6.60300225647032,0.0605710596168062,-6.63640900436897,0.0651041971837581,-7.48879328142571,0.070254278184622,0.4824350637531
"6",-5.24147072323534,0.0458361153003845,-6.61667872872264,0.0623539798886154,-7.64749418807297,0.0835963536644945,-7.34520951746038,0.068298078784102,0.50970709574781
"7",-5.8589432906128,0.0559629813393655,-6.21373098897782,0.0550457420858109,-6.93072619104084,0.0663945030723413,-8.09089255342977,0.0829599214480298,0.515848150007314
"8",-5.70537246203122,0.0537387105530157,-6.89381850235191,0.067075046342236,-7.06260246444061,0.0703907830711119,-8.12871626512167,0.0793854973218754,0.496296853817953
"9",-5.23838308805362,0.0470182558600303,-7.14121299648168,0.0715514869105286,-7.28039945872354,0.0788542372285751,-8.51039769687137,0.0903736319794318,0.511920829501676
"10",-5.30002416699853,0.0470325114101915,-6.643516663454,0.0645602279997652,-6.13553964794549,0.0560356189323089,-8.59441882273662,0.0906339373562032,0.487376424225127
"11",-5.58292023335314,0.0500696952587793,-6.13605517381964,0.0533089928973271,-7.39561040147602,0.0780325352430987,-7.18775877466027,0.067404675332602,0.495046051982167
"12",-5.24515610071439,0.0457878289232804,-6.49823816517352,0.0583284751752187,-7.2393999616866,0.0751966825895165,-7.9049691300417,0.0795485807437127,0.482641016417006
"13",-6.02890389784988,0.0576099503107451,-6.90296506113914,0.0679854184981159,-7.14036409875255,0.0702575624867362,-7.61222585070369,0.0719550718330232,0.495691408117821
"14",-5.57565033967211,0.0513081013294501,-6.05693227280511,0.0493416096396777,-7.08517843610274,0.0726391932454521,-8.92409134473284,0.0936070426708485,0.485916384529303
"15",-5.90185012422922,0.0580545948922149,-6.87648754722388,0.0679504121091247,-7.01512106149846,0.0708533086343388,-8.62516534415299,0.0931650888046709,0.508951621598748
"16",-5.7085339613908,0.0529150471094997,-6.68496060389987,0.0641087270552793,-6.93494964501484,0.068946382652434,-8.37247003229075,0.0867400623206524,0.512780148767535
"17",-6.14359604081073,0.0613100144586079,-7.12763291102662,0.0706976012910379,-6.84071810672226,0.0669162213717387,-8.41159272420516,0.0854996688755066,0.501178665603677
"18",-5.43708538384488,0.0489172782733405,-6.68750044158585,0.062007032449074,-7.32195965148667,0.0761686434086587,-8.60146293733886,0.0916942330737727,0.491333976872165
"19",-5.19408786180822,0.0453742197274396,-6.84004559122569,0.0668381740509704,-7.14699765012542,0.0732005213614453,-7.70142037037622,0.0749584459792229,0.491287655238128
"20",-6.04351302017897,0.0631751052212289,-6.47783833673773,0.0611470914447526,-6.23124453525148,0.0570907131705703,-8.49823234820482,0.0893716914662071,0.514102763666275
"21",-5.90434223176916,0.0567132610946902,-6.57028161383956,0.0617526408173383,-7.53616599940785,0.0818543973183119,-8.48022961118862,0.0863902419548542,0.488622253237007
"22",-5.80875537925666,0.0544504222157227,-6.20279004392159,0.0543690652898819,-6.59942028885672,0.0627415299518749,-8.07501410421279,0.08371943154785,0.49985915338295
"23",-5.68590686738,0.0519668374059535,-6.13764618965901,0.0539415576462714,-6.5381912133299,0.0622981485941107,-8.48518784366361,0.0880274451274666,0.487502388586551
"24",-5.17105055580857,0.0447735040810082,-6.48495157700312,0.0602395639571349,-7.24283919090148,0.074292901713654,-7.44882110165219,0.0700197859408713,0.491651444390467
"25",-5.74297694815414,0.0515546563177339,-7.09477674409109,0.0714252921643967,-7.03004587617233,0.0696076788174494,-8.51022494830289,0.0872937980083571,0.502989466024749
"26",-5.20486081980911,0.0438943818054258,-6.28061301716226,0.056225329667454,-6.98861760877607,0.0696149734806226,-8.5299049024653,0.0868289067776312,0.522490582459045
"27",-5.57990853288829,0.0488857074117752,-6.89491209711983,0.0650375506860525,-7.58213064038674,0.0825452090881335,-7.43403551888763,0.0687669189163563,0.494438407741602
"28",-4.73726806187222,0.0354880132843122,-6.55201466972853,0.060199792902414,-7.26970724484296,0.0741084344201383,-8.67067860033418,0.0926389424800401,0.500477561891452
"29",-5.83556945287935,0.0573615128314292,-6.13521393823581,0.0515718911385398,-7.67642009628671,0.0815751428902903,-8.61632658558373,0.0921547262928293,0.501531157701126
"30",-5.55493516624917,0.0513268687492618,-6.88468663109658,0.0669953468493741,-7.60889121136826,0.0822326841535987,-7.86725518779372,0.075403900302874,0.48722147724449
"31",-6.01978851356688,0.0597926019678458,-6.78576277880941,0.065416433858774,-7.67859602085428,0.0815568167285796,-8.18210483574679,0.084098350985725,0.514023866520224
"32",-5.2773003487809,0.0469555476107216,-5.90399282973925,0.0513445550842208,-7.07701609410839,0.0748520749217743,-7.17879176245861,0.0660620654468705,0.494885437308326
"33",-6.07463140786688,0.0609443715133693,-6.01540134117876,0.0513882210267794,-7.33816200695855,0.0756459346134236,-7.65406429919645,0.0738240763473301,0.484013347126442
"34",-6.08502467327083,0.0614280205459622,-6.9945453748005,0.07016288098746,-7.20088105727439,0.0738918766654308,-8.06822556725798,0.0817609568578787,0.498118444619482
"35",-5.43553291155335,0.0502254528702573,-6.39814071684405,0.0579116420008706,-7.4073142901071,0.078527237174429,-7.80163122515441,0.0762372957587464,0.49891144721984
"36",-5.29838574232461,0.0461776865400186,-6.83646822070408,0.0652505950267323,-6.91355728035148,0.0671137456530159,-8.05527310506675,0.0803420787251679,0.499271590124913
"37",-5.75356469605332,0.0554889870135389,-6.61530374965969,0.0626132130995216,-7.25138910361277,0.0733735373486022,-9.18346323697948,0.0982893423875282,0.498236054886055
